,correct_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
2589,1,5,3,1,3,2,5,1,1,4,0,0,2,4,4,3,0,0,0,1,4,2
2590,4,2,2,1,1,1,3,0,4,3,3,3,3,0,3,4,3,0,0,2,2,2
2591,2,1,1,1,2,2,3,4,4,4,4,1,3,3,3,3,1,0,3,4,4,4
2592,2,3,3,1,5,2,3,3,3,3,1,1,0,3,3,0,1,0,0,1,3,2
2593,5,2,2,1,5,3,3,0,1,1,3,4,4,0,1,1,4,1,0,0,2,2
2594,4,1,3,4,5,1,1,0,4,2,2,3,4,3,2,2,3,2,0,1,3,1
2595,5,3,2,1,3,2,2,1,1,1,2,4,0,2,1,3,4,0,1,1,2,2
2596,1,3,1,-1,1,4,1,3,3,3,3,0,0,3,3,4,0,0,1,1,2,2
2597,5,4,1,-1,4,3,3,2,3,3,4,4,1,2,3,0,4,0,2,1,2,2
2598,5,5,1,1,5,1,4,4,3,4,4,4,1,4,4,2,4,0,0,1,1,1
2599,5,5,2,4,3,4,2,4,4,4,4,4,0,4,4,0,4,0,0,2,2,2
2600,5,2,2,3,5,1,3,4,4,4,2,4,3,4,4,0,4,0,2,3,3,3
2601,5,4,1,-1,1,3,2,2,2,2,4,4,3,2,2,3,4,3,2,1,3,3
2602,2,1,3,1,5,4,2,2,2,3,1,1,2,0,2,3,1,3,0,4,2,2
2603,4,4,1,1,2,3,2,4,4,4,2,3,0,4,4,2,3,2,0,1,1,1
2604,5,5,1,-1,2,1,1,3,1,3,3,4,2,1,1,0,4,0,1,2,2,2
2605,4,1,3,-1,3,1,5,0,0,0,3,3,2,0,0,0,3,0,0,1,2,2
2606,5,1,1,-1,5,2,4,4,4,4,2,4,0,4,4,1,4,1,0,2,3,3
2607,2,4,2,1,2,1,3,2,2,2,3,1,0,2,2,0,1,0,0,1,3,2
2608,4,2,2,1,2,3,2,4,1,1,2,3,1,1,1,4,3,4,0,0,2,2
2609,2,4,2,4,2,4,1,1,2,1,4,1,1,1,1,0,1,0,1,1,3,3
2610,4,4,3,1,5,4,1,3,3,3,4,3,0,3,3,0,3,4,0,1,2,2
2611,1,1,1,1,4,1,5,1,0,3,2,0,0,3,3,1,0,0,1,4,3,2
2612,3,3,3,1,5,1,3,1,3,3,2,2,4,3,3,1,2,1,0,0,2,2
2613,3,1,3,4,5,4,5,3,3,3,0,2,0,3,3,0,2,0,0,2,2,3
2614,5,4,2,-1,2,3,5,2,2,2,4,4,2,2,2,2,4,2,0,1,0,0
2615,3,1,2,-1,5,4,3,3,3,4,3,2,1,4,4,2,2,4,2,1,3,1
2616,3,4,1,1,1,2,1,4,4,4,1,2,1,4,4,2,2,3,3,1,3,3
2617,4,3,1,3,5,4,2,3,3,3,0,3,4,3,3,3,3,0,0,2,4,2
2618,1,1,3,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
2619,2,4,4,82,2,4,5,0,2,2,1,1,0,2,2,4,1,0,4,4,4,4
2620,2,3,3,1,2,2,2,1,3,1,1,1,0,2,2,1,1,0,0,3,2,2
2621,3,1,3,-1,3,1,4,0,0,0,2,2,3,0,0,2,2,0,0,3,3,3
2622,2,2,3,3,2,3,4,3,2,2,1,1,3,3,3,1,1,0,0,2,2,2
2623,1,2,2,2,3,3,2,2,2,2,3,0,3,2,2,0,0,0,1,1,3,3
2624,4,3,3,-1,3,3,5,1,2,2,0,3,4,1,2,3,3,0,0,0,2,2
2625,2,2,2,1,2,4,5,2,4,2,1,1,4,2,2,1,1,0,0,2,2,2
2626,5,3,5,3,2,4,4,3,1,1,2,4,3,2,1,4,4,0,0,0,2,3
2627,5,1,3,1,1,4,5,0,3,3,2,4,2,2,3,4,4,4,4,2,2,2
2628,3,4,3,1,5,3,5,4,4,4,2,2,2,4,4,2,2,2,0,3,3,3
2629,5,2,3,-1,2,4,1,4,4,4,0,4,2,4,4,4,4,0,1,1,0,2
2630,5,3,5,-1,3,1,5,2,3,3,1,4,3,3,3,0,4,0,1,1,2,2
2631,3,1,3,5,4,2,5,3,4,0,1,2,2,1,0,0,2,0,0,0,0,0
2632,3,4,3,5,5,3,2,0,0,0,1,2,3,0,0,0,2,0,3,3,3,3
2633,1,1,3,1,2,3,2,3,3,3,2,0,2,3,3,3,0,0,2,2,2,2
2634,4,1,2,-1,5,1,5,4,4,4,3,3,1,4,4,3,3,0,3,1,2,2
2635,5,1,1,-1,2,2,3,2,3,4,4,4,0,0,3,2,4,0,2,0,0,0
2636,1,4,2,-1,5,2,1,0,1,1,0,0,0,1,1,0,0,0,0,1,2,2
2637,4,3,2,-1,2,4,4,3,3,0,3,3,2,3,2,4,3,0,0,1,3,3
2638,2,3,3,1,1,2,5,4,4,4,1,1,0,4,4,4,1,0,0,1,2,2
2639,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,1,3,0,0,0,3,3
2640,5,5,2,3,5,2,1,3,3,3,4,4,1,3,3,0,4,0,1,1,1,2
2641,1,4,1,1,5,1,2,2,2,2,0,0,1,2,2,4,0,0,0,1,2,2
2642,2,2,3,1,2,2,2,0,0,0,1,1,0,0,0,0,1,0,1,0,2,2
2643,2,2,5,2,4,2,3,2,3,0,3,1,2,3,0,4,1,0,0,1,3,2
2644,1,4,1,-1,2,4,5,3,4,3,3,0,2,3,3,2,0,0,2,1,3,3
2645,4,4,1,-1,5,4,4,0,0,4,1,3,4,4,4,0,3,3,3,1,2,3
2646,3,3,3,3,5,2,1,4,1,4,2,2,3,1,0,3,2,0,0,4,0,4
2647,5,2,3,-1,2,3,4,1,4,4,4,4,1,4,4,4,4,4,4,1,1,1
2648,1,4,2,1,5,4,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2
2649,5,4,3,1,4,3,2,1,2,2,0,4,0,1,2,4,4,0,0,1,0,0
2650,2,3,3,2,5,1,3,3,3,3,1,1,1,3,3,3,1,0,2,2,4,2
2651,5,3,3,1,2,1,1,1,2,1,4,4,0,1,4,4,4,1,1,1,1,2
2652,4,3,3,-1,5,2,2,2,2,2,3,3,0,2,2,3,3,0,3,1,4,4
2653,1,2,3,2,2,4,4,1,1,1,0,0,2,4,1,0,0,0,1,2,1,1
2654,2,4,3,4,3,3,2,3,3,3,2,1,3,3,3,1,1,0,2,4,2,2
2655,4,1,3,5,2,1,4,2,2,2,4,3,1,2,2,3,3,1,3,1,2,2
2656,4,1,3,1,5,2,3,4,4,0,0,3,0,4,0,3,3,3,0,1,1,1
2657,3,5,1,-1,5,1,3,4,4,4,2,2,0,4,4,2,2,0,1,1,1,1
2658,4,5,1,1,5,1,5,0,0,0,1,3,4,0,0,0,3,1,1,1,3,3
2659,2,4,2,1,4,2,1,1,3,3,3,1,1,3,3,2,1,0,0,1,2,3
2660,5,5,3,1,2,4,2,4,4,4,1,4,3,4,4,3,4,3,3,2,3,1
2661,1,1,1,1,1,1,4,4,4,4,0,0,0,4,4,0,0,0,0,0,3,0
2662,5,1,1,-1,2,3,1,1,1,4,1,4,1,1,4,2,4,2,2,3,3,3
2663,1,3,3,3,1,1,4,0,2,4,0,0,3,2,4,1,0,1,2,3,2,3
2664,1,1,3,1,1,3,2,3,3,3,0,0,2,3,1,3,0,3,3,0,2,2
2665,2,4,1,-1,2,4,2,4,4,4,1,1,1,4,4,1,1,2,2,2,2,3
2666,4,2,2,1,5,2,4,2,1,4,4,3,4,2,4,0,3,0,1,2,2,3
2667,3,3,3,1,2,2,3,2,2,2,2,2,4,2,2,3,2,3,3,1,1,1
2668,1,5,1,1,5,1,4,4,4,0,1,0,4,3,0,2,0,0,1,4,3,4
2669,4,4,1,4,4,4,1,2,0,2,3,3,2,2,2,1,3,0,0,2,3,3
2670,1,1,1,1,2,3,2,3,3,3,0,0,0,3,3,3,0,0,0,2,2,2
2671,3,1,2,1,2,3,2,0,3,1,4,2,3,0,0,3,2,3,0,1,4,2
2672,2,4,2,2,5,4,2,3,0,0,3,1,2,3,0,0,1,0,4,4,3,3
2673,3,4,2,5,5,2,3,1,4,1,3,2,0,1,1,1,2,0,0,2,2,2
2674,2,5,1,1,2,4,4,0,0,0,1,1,2,0,0,0,1,0,1,3,3,1
2675,1,1,3,-1,2,2,3,1,2,1,0,0,2,1,2,3,0,0,0,2,2,2
2676,5,2,1,1,2,3,1,1,4,4,4,4,0,1,4,3,4,3,0,0,2,2
2677,2,3,3,-1,3,4,3,4,4,4,1,1,3,4,4,0,1,0,3,3,3,0
2678,5,4,3,5,4,3,3,3,4,4,4,4,0,3,4,0,4,2,0,1,0,0
2679,2,2,2,4,2,1,1,0,3,1,1,1,4,4,1,0,1,0,2,2,2,2
2680,5,1,3,1,5,2,5,3,3,3,4,4,3,1,3,0,4,0,0,0,2,3
2681,3,4,1,-1,4,1,5,0,2,1,3,2,0,0,1,1,2,0,1,0,4,3
2682,4,5,1,3,3,2,5,2,2,2,3,3,4,2,2,1,3,0,0,1,0,3
2683,2,3,3,1,4,4,1,4,1,4,1,1,1,3,4,0,1,0,1,1,1,3
2684,1,1,2,1,1,3,3,3,0,2,4,0,3,4,0,4,0,4,0,2,0,0
2685,5,2,3,5,2,4,1,2,0,2,4,4,2,3,4,0,4,0,2,2,2,2
2686,4,3,3,1,4,1,5,2,4,2,3,3,1,4,2,4,3,4,0,3,2,2
2687,4,4,3,5,4,4,3,1,0,1,3,3,0,1,1,0,3,0,0,3,3,3
2688,3,1,3,1,2,4,5,0,0,1,2,2,0,0,0,1,2,0,0,2,2,3
2689,5,4,3,1,5,2,3,0,0,0,4,4,4,0,0,0,4,0,2,2,2,3
2690,1,1,1,1,3,2,1,2,2,4,4,0,4,4,4,0,0,0,0,2,2,0
2691,1,4,1,-1,1,3,2,2,2,2,0,0,1,2,2,0,0,0,1,2,3,2
2692,3,4,1,-1,4,2,2,3,2,3,4,2,1,3,0,2,2,0,0,3,3,3
2693,2,3,1,-1,4,2,5,0,0,0,1,1,4,0,0,0,1,1,1,0,0,0
2694,1,3,3,1,1,4,2,4,4,4,0,0,2,4,4,0,0,0,0,1,2,2
2695,3,3,3,3,3,4,4,3,3,3,2,2,1,3,3,1,2,0,0,4,3,3
2696,4,1,3,1,5,4,1,0,0,0,3,3,4,0,0,3,3,3,0,2,2,2
2697,4,3,3,1,1,1,3,4,4,4,3,3,3,4,4,4,3,0,1,1,1,1
2698,1,4,5,1,5,3,4,3,3,3,0,0,1,3,3,2,0,2,4,4,4,4
2699,1,5,3,-1,5,1,1,4,1,4,0,0,2,3,4,3,0,1,3,1,1,1
2700,4,4,3,4,4,2,3,3,3,3,3,3,1,3,3,4,3,0,0,1,2,2
2701,4,1,3,1,1,2,4,1,0,1,3,3,4,0,1,2,3,0,2,1,1,1
2702,1,1,3,1,5,3,1,1,1,1,0,0,2,1,1,2,0,4,2,1,4,3
2703,4,1,1,2,4,4,5,2,2,2,3,3,4,2,2,1,3,2,1,4,2,2
2704,2,5,3,1,5,4,5,2,1,1,1,1,0,2,2,0,1,0,1,1,3,3
2705,5,5,1,1,1,1,1,4,4,4,4,4,3,4,4,1,4,1,0,0,0,1
2706,3,3,3,5,3,4,4,1,1,1,2,2,4,1,1,3,2,0,3,1,3,2
2707,2,3,1,1,5,2,4,0,4,1,2,1,3,3,3,4,1,4,4,2,3,2
2708,3,3,3,3,1,3,2,1,4,1,1,2,0,4,1,4,2,0,1,1,2,3
2709,1,4,2,-1,5,1,3,4,1,1,4,0,3,1,1,0,0,2,2,1,3,0
2710,1,1,3,1,1,1,3,0,0,0,0,0,1,0,0,3,0,0,3,1,0,0
2711,2,4,3,1,2,2,2,2,0,4,0,1,4,2,4,0,1,0,1,1,3,3
2712,4,3,3,2,5,4,1,1,1,1,0,3,1,1,1,0,3,0,2,2,2,2
2713,2,3,3,3,3,3,3,4,1,2,1,1,4,4,2,3,1,0,0,0,0,2
2714,3,1,2,1,2,4,1,1,1,1,1,2,3,1,1,4,2,0,4,1,3,3
2715,1,2,2,1,2,2,4,0,2,0,2,0,2,0,0,0,0,0,1,2,4,2
2716,2,3,3,1,4,1,2,0,2,2,1,1,2,2,2,4,1,4,0,3,2,3
2717,5,3,2,1,1,3,2,1,1,1,4,4,3,1,1,2,4,2,0,1,1,1
2718,3,4,3,5,5,3,5,1,2,2,2,2,0,1,1,0,2,0,0,3,3,3
2719,1,1,3,-1,5,2,4,4,2,2,0,0,0,2,2,3,0,0,0,1,2,2
2720,5,5,3,1,5,3,1,3,1,4,3,4,0,4,1,1,4,1,1,3,3,3
2721,1,3,3,1,5,1,1,1,1,1,3,0,1,1,1,1,0,0,0,1,2,2
2722,4,3,3,4,4,4,3,2,2,2,3,3,0,2,2,4,3,0,0,0,3,2
2723,5,1,1,-1,1,1,3,2,0,0,4,4,0,2,0,2,4,0,0,1,2,3
2724,1,4,2,-1,5,2,2,2,2,4,3,0,2,2,4,2,0,2,2,0,0,3
2725,2,5,3,1,2,3,3,2,2,2,0,1,3,2,2,3,1,3,1,1,1,1
2726,4,1,3,-1,1,3,2,4,4,4,3,3,0,4,4,1,3,0,0,3,3,3
2727,4,1,1,5,1,1,2,3,4,3,1,3,3,3,3,2,3,0,0,3,3,3
2728,5,3,3,-1,5,4,3,3,3,3,1,4,4,1,3,0,4,3,0,2,3,2
2729,4,1,1,1,4,3,4,4,4,4,3,3,1,4,4,4,3,4,0,2,2,3
2730,1,1,3,1,1,2,1,3,2,2,0,0,1,3,2,4,0,4,4,3,2,2
2731,2,4,1,5,5,1,4,2,1,1,1,1,4,0,1,2,1,0,2,1,1,1
2732,2,1,1,1,3,3,1,0,0,0,1,1,3,0,0,3,1,3,0,0,4,3
2733,5,1,1,-1,2,4,5,1,2,2,2,4,0,2,2,0,4,2,2,4,3,2
2734,5,5,3,1,3,4,2,0,0,0,2,4,0,0,0,4,4,0,2,1,3,3
2735,5,5,3,1,1,1,3,2,1,1,2,4,4,2,4,4,4,0,0,1,2,3
2736,2,4,2,1,4,3,4,4,4,4,3,1,1,4,4,1,1,0,0,0,3,4
2737,4,1,2,1,1,4,3,3,2,4,4,3,3,0,4,3,3,0,0,0,4,2
2738,1,3,3,5,5,2,1,1,1,1,1,0,0,1,1,0,0,0,0,2,2,3
2739,5,4,2,1,5,3,1,4,4,4,4,4,0,4,4,0,4,0,2,0,3,0
2740,1,1,3,-1,2,3,2,1,1,1,1,0,4,1,1,4,0,2,4,2,2,2
2741,5,3,3,1,5,3,3,3,3,3,4,4,0,3,3,0,4,0,0,1,3,3
2742,3,1,3,1,3,2,4,2,2,2,2,2,1,2,2,4,2,4,4,3,3,3
2743,2,5,3,1,3,4,5,0,2,0,4,1,0,2,0,3,1,3,3,2,0,0
2744,3,2,3,-1,2,4,2,4,4,4,2,2,3,4,4,1,2,1,2,2,3,2
2745,3,2,2,2,2,4,2,3,0,0,0,2,3,1,0,4,2,4,3,2,2,2
2746,4,1,1,-1,2,4,4,0,1,3,3,3,3,0,3,2,3,1,2,1,3,2
2747,1,2,2,1,5,2,3,1,1,1,0,0,0,1,1,3,0,3,3,4,4,2
2748,1,5,3,5,5,1,1,1,1,1,0,0,1,1,1,0,0,0,0,3,3,2
2749,2,2,3,2,5,4,2,1,4,0,1,1,3,1,0,0,1,0,2,2,3,3
2750,2,2,3,2,3,3,1,3,0,1,1,1,3,1,1,0,1,0,4,3,3,3
2751,1,1,1,1,1,1,3,3,3,4,4,0,0,3,3,1,0,1,0,0,2,3
2752,1,3,3,1,1,4,5,0,1,3,0,0,1,0,4,4,0,4,0,0,3,0
2753,4,1,1,-1,4,4,5,4,3,4,3,3,2,1,1,1,3,0,0,0,2,2
2754,4,1,2,1,2,4,5,4,0,1,3,3,3,2,2,0,3,0,0,2,2,2
2755,4,3,3,-1,4,4,3,2,2,2,3,3,1,1,2,0,3,0,0,2,3,3
2756,3,4,1,-1,1,4,4,2,2,2,2,2,4,2,2,2,2,0,0,3,3,3
2757,3,4,2,1,4,3,5,3,3,3,2,2,1,3,3,2,2,0,1,3,3,3
2758,2,3,1,1,3,2,4,4,3,4,1,1,0,4,4,0,1,0,0,0,0,0
2759,2,2,2,2,2,3,4,0,0,0,1,1,4,0,0,1,1,0,1,2,2,2
2760,2,3,1,1,2,1,3,0,0,0,1,1,4,0,0,1,1,0,2,2,2,2
2761,5,3,3,3,5,1,4,2,2,0,4,4,0,2,0,4,4,0,2,3,3,3
2762,3,4,1,1,3,3,1,0,1,2,2,2,0,0,1,2,2,0,0,1,3,0
2763,5,1,2,2,2,2,1,3,3,3,4,4,3,3,3,0,4,0,1,3,3,1
2764,4,4,3,4,2,3,1,0,3,3,3,3,3,4,3,1,3,0,1,0,0,2
2765,3,1,1,1,5,1,4,0,0,0,4,2,0,0,0,1,2,0,1,4,4,4
2766,5,3,3,1,4,4,5,3,3,3,0,4,0,4,3,1,4,0,1,0,4,4
2767,4,4,3,1,2,1,4,3,3,4,3,3,2,3,3,0,3,0,1,2,1,2
2768,5,3,2,1,3,4,3,2,2,2,4,4,3,2,2,3,4,0,3,2,2,2
2769,1,1,3,1,1,2,1,3,0,3,0,0,4,0,3,3,0,0,0,1,1,1
2770,3,5,1,1,1,4,1,1,1,1,4,2,1,1,1,1,2,0,0,0,0,0
2771,4,4,3,4,5,1,3,1,3,2,4,3,0,1,2,1,3,0,0,2,4,4
2772,3,3,3,1,5,1,1,0,1,1,0,2,0,1,1,1,2,0,0,2,3,2
2773,3,5,1,5,5,3,3,2,2,2,2,2,1,2,2,3,2,0,1,2,0,0
2774,3,4,5,5,5,4,2,2,2,2,2,2,3,2,2,0,2,0,0,2,3,3
2775,4,2,3,-1,4,1,4,2,2,2,3,3,0,2,2,0,3,0,3,3,3,3
2776,2,1,1,1,1,3,3,0,2,0,2,1,0,0,0,1,1,3,4,1,2,2
2777,5,3,3,1,1,1,4,3,0,1,0,4,1,3,1,1,4,0,0,4,3,4
2778,1,3,3,1,5,1,1,1,1,1,3,0,2,1,1,1,0,1,0,0,3,3
2779,4,1,3,1,4,2,1,3,3,3,3,3,0,3,3,1,3,0,0,1,2,3
2780,1,2,3,4,1,3,2,4,0,0,0,0,4,3,0,4,0,4,0,1,3,2
2781,1,2,2,1,2,3,1,1,2,1,1,0,4,1,1,3,0,0,0,0,1,0
2782,3,4,3,1,5,2,4,0,4,2,0,2,3,2,4,0,2,0,3,3,3,3
2783,3,1,1,-1,4,3,3,0,0,0,2,2,2,0,0,0,2,0,0,0,2,2
2784,3,1,1,-1,1,2,1,4,2,3,2,2,0,3,3,2,2,3,2,0,0,2
2785,5,4,1,-1,3,3,5,2,4,2,4,4,0,2,4,0,4,0,1,1,1,1
2786,5,3,3,1,2,4,4,1,1,4,2,4,3,1,1,4,4,0,2,1,3,3
2787,5,2,3,1,3,1,4,3,2,2,4,4,1,2,2,4,4,0,4,3,3,0
2788,4,2,3,-1,3,2,4,4,3,0,3,3,4,0,0,0,3,0,0,1,1,1
2789,5,2,2,-1,2,1,4,1,1,1,4,4,0,1,1,3,4,0,0,1,0,1
2790,5,2,3,4,1,1,2,4,4,4,4,4,0,4,4,2,4,2,2,0,3,1
2791,1,4,1,1,1,1,5,3,3,2,0,0,2,1,3,3,0,3,3,1,4,2
2792,3,1,1,1,1,2,5,4,4,3,2,2,0,3,3,0,2,3,0,0,0,1
2793,1,3,3,1,3,4,5,1,1,1,0,0,3,1,1,0,0,0,2,4,4,2
2794,5,2,3,1,3,3,1,4,4,4,3,4,2,4,4,4,4,0,2,2,3,2
2795,5,2,2,1,1,1,2,1,1,1,0,4,3,1,1,4,4,0,1,1,3,2
2796,4,1,3,1,2,3,3,4,4,4,3,3,0,4,4,0,3,3,3,4,1,2
2797,4,3,3,-1,3,4,2,2,0,3,0,3,4,2,3,0,3,0,3,2,2,2
2798,4,5,3,1,1,1,4,2,2,2,3,3,4,2,2,3,3,0,0,0,0,2
2799,5,5,2,-1,5,1,3,2,2,2,4,4,2,2,2,4,4,0,0,2,3,2
2800,3,4,3,5,4,2,4,3,3,3,2,2,2,3,3,4,2,0,4,1,2,3
2801,2,2,2,1,2,1,2,3,3,3,1,1,4,3,3,2,1,0,0,4,4,4
2802,2,4,2,4,5,3,2,3,3,3,1,1,4,3,3,2,1,0,0,4,4,1
2803,1,4,2,-1,4,2,2,1,1,1,0,0,2,1,1,4,0,0,1,1,2,2
2804,2,3,2,-1,2,3,4,4,4,4,1,1,1,4,4,0,1,0,1,3,3,3
2805,1,3,3,1,1,3,4,1,4,1,2,0,0,2,1,3,0,0,0,1,4,2
2806,3,1,1,1,1,2,5,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2
2807,5,5,2,5,5,4,4,0,3,2,0,4,4,2,2,0,4,0,2,1,3,3
2808,3,3,3,-1,3,1,4,3,3,3,2,2,3,1,0,1,2,0,0,0,2,3
2809,4,4,2,1,5,2,2,0,2,4,3,3,2,0,4,0,3,0,0,4,3,4
2810,4,2,2,-1,2,1,3,1,1,1,3,3,1,0,1,4,3,0,3,3,3,3
2811,1,4,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2
2812,1,3,5,-1,4,2,4,2,3,1,0,0,0,2,2,1,0,0,2,2,2,2
2813,1,1,1,1,3,3,2,3,3,3,4,0,0,3,0,1,0,0,0,0,3,1
2814,2,3,3,1,5,3,2,2,2,2,1,1,2,2,2,3,1,0,2,0,2,2
2815,5,2,2,-1,4,2,1,3,3,3,4,4,4,3,3,0,4,0,0,1,0,0
2816,4,1,1,1,5,4,3,2,3,2,3,3,3,2,3,1,3,1,1,0,0,0
2817,1,4,1,4,2,1,3,1,1,1,3,0,0,1,1,3,0,0,1,2,4,2
2818,4,4,2,1,5,1,3,1,1,1,0,3,3,1,0,2,3,0,1,2,3,3
2819,2,4,2,-1,1,4,2,1,1,0,2,1,3,4,1,3,1,3,3,1,0,2
2820,4,4,3,1,5,3,5,0,4,3,3,3,2,0,3,1,3,1,0,4,3,2
2821,5,4,1,1,1,3,4,1,1,1,0,4,2,1,1,1,4,2,1,2,2,2
2822,2,1,2,1,1,2,3,4,4,4,1,1,3,2,4,3,1,0,0,0,3,1
2823,5,3,3,-1,5,3,1,4,1,1,4,4,2,1,1,0,4,0,1,1,3,2
2824,1,1,3,1,1,2,2,0,0,0,0,0,4,0,0,1,0,4,4,4,4,4
2825,2,2,1,-1,2,1,3,0,1,0,1,1,4,0,0,0,1,0,0,4,2,2
2826,1,1,3,1,5,1,5,3,3,1,0,0,4,3,3,1,0,1,1,1,2,1
2827,2,3,3,1,2,3,5,0,4,4,1,1,2,0,4,0,1,4,4,1,1,1
2828,1,1,1,-1,1,4,5,4,4,4,0,0,4,4,4,0,0,4,4,0,0,0
2829,5,5,3,1,4,4,4,1,1,1,4,4,1,2,2,0,4,0,0,1,3,3
2830,3,3,3,1,5,2,5,4,4,4,1,2,0,4,4,0,2,0,0,1,2,2
2831,4,4,2,1,2,1,2,4,4,4,3,3,0,4,4,2,3,2,0,3,3,3
2832,4,2,2,3,2,1,4,2,3,1,3,3,0,2,2,0,3,0,1,1,3,1
2833,1,2,1,5,2,3,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,1
2834,2,4,1,1,4,2,2,3,3,2,2,1,0,2,0,4,1,4,4,2,3,2
2835,1,4,3,1,2,4,5,1,1,4,1,0,4,0,1,3,0,3,3,1,2,2
2836,4,4,2,1,2,3,4,4,0,0,1,3,3,4,0,2,3,0,0,3,3,3
2837,1,4,3,1,1,3,2,2,2,2,0,0,2,2,2,3,0,0,1,2,2,2
2838,4,4,1,-1,4,4,1,4,4,4,3,3,0,4,4,0,3,0,1,1,3,3
2839,2,4,2,5,5,3,4,0,0,0,2,1,2,0,0,0,1,0,1,1,2,1
2840,5,1,1,1,1,4,3,3,4,3,4,4,3,3,2,1,4,0,1,0,4,4
2841,1,1,2,-1,2,3,1,4,3,4,1,0,3,4,1,4,0,4,4,1,2,2
2842,5,2,2,2,2,1,5,2,1,2,1,4,0,2,2,3,4,3,0,1,1,1
2843,1,4,3,1,2,4,1,1,1,1,0,0,2,1,1,1,0,1,1,2,2,3
2844,2,1,1,4,1,3,2,3,3,3,0,1,4,1,3,1,1,2,4,3,3,0
2845,2,1,1,1,3,4,2,2,4,2,0,1,4,2,2,4,1,4,4,2,3,2
2846,4,1,2,-1,5,3,1,4,4,4,2,3,4,4,4,3,3,3,0,2,2,2
2847,3,1,3,4,2,2,3,4,4,4,0,2,0,4,4,2,2,2,2,3,3,3
2848,3,1,1,-1,1,1,5,2,2,2,0,2,4,2,2,1,2,1,2,1,3,1
2849,3,2,2,1,5,1,2,3,1,2,4,2,3,3,2,3,2,0,0,4,4,4
2850,3,5,2,5,5,1,4,0,1,1,1,2,1,0,1,2,2,0,0,3,3,4
2851,3,4,2,-1,1,1,3,0,2,1,1,2,4,2,1,4,2,4,4,1,1,1
2852,1,2,3,1,4,2,4,1,1,1,0,0,3,1,1,2,0,2,2,3,3,3
2853,3,1,2,-1,1,2,4,3,2,4,2,2,0,2,4,0,2,2,0,0,0,0
2854,5,1,3,1,3,1,4,0,0,0,4,4,2,0,0,3,4,0,3,1,2,2
2855,4,4,3,5,4,4,2,1,1,1,4,3,2,1,1,0,3,0,2,2,2,2
2856,2,2,2,4,2,2,2,0,3,4,1,1,3,4,3,4,1,4,4,1,2,2
2857,3,3,3,1,3,3,2,4,1,4,2,2,1,4,4,3,2,0,0,2,4,2
2858,1,5,3,1,5,2,4,3,3,3,1,0,1,3,3,0,0,0,2,3,3,1
2859,2,1,2,4,2,1,2,1,1,1,0,1,4,1,1,2,1,2,0,0,3,0
2860,2,5,1,-1,1,1,4,1,0,1,1,1,1,1,1,2,1,2,2,1,3,3
2861,3,1,2,-1,5,2,3,1,1,1,2,2,2,1,1,2,2,0,0,2,3,1
2862,1,1,2,1,4,2,5,4,4,4,0,0,0,4,4,4,0,0,0,0,3,3
2863,3,5,3,4,5,2,4,3,3,3,1,2,3,3,3,0,2,0,0,3,3,3
2864,3,5,2,1,5,4,4,1,1,1,4,2,2,1,1,0,2,0,1,2,1,1
2865,3,3,3,-1,5,3,4,1,1,1,2,2,4,1,1,3,2,0,3,1,4,1
2866,3,4,2,1,4,2,4,1,3,4,2,2,3,2,0,2,2,0,0,1,3,3
2867,2,2,2,2,2,2,5,4,2,2,1,1,3,4,4,1,1,0,1,3,3,3
2868,2,1,1,1,2,1,3,2,2,2,1,1,4,2,2,1,1,0,0,2,3,3
2869,2,2,2,2,2,4,4,2,2,0,1,1,2,1,1,1,1,0,2,4,2,3
2870,4,5,2,1,5,1,4,3,1,1,3,3,2,4,1,3,3,3,3,2,4,4
2871,4,5,3,-1,5,3,3,4,4,4,3,3,1,4,4,1,3,1,4,2,2,2
2872,1,3,3,1,4,1,5,0,0,0,0,0,3,0,0,0,0,0,1,1,3,3
2873,5,3,3,1,4,4,3,0,0,0,2,4,0,0,0,1,4,0,0,2,3,2
2874,5,2,3,1,3,1,3,1,0,1,3,4,0,1,1,4,4,2,1,2,2,2
2875,1,2,2,2,5,3,4,1,2,2,1,0,1,4,4,0,0,0,1,4,3,3
2876,3,2,2,1,2,1,1,3,3,2,3,2,4,3,3,2,2,0,1,1,3,1
2877,3,3,1,-1,5,4,5,1,1,4,2,2,1,1,1,2,2,0,0,4,4,1
2878,2,4,3,1,5,4,5,0,0,0,1,1,1,0,0,0,1,0,0,2,3,2
2879,3,3,1,1,5,4,5,1,1,1,2,2,2,1,1,2,2,2,2,0,0,0
