,correct_option,validated_option,llama70b,llama13b,llama7b,gpt35turbo,finetuned_gpt3,random,MoMu_zero,multimodal_correct_option,MoleculeSTM_zero,KV-PLM_zero,kvplm_correct_option,SciBERT_zero,MoMu_finetuned,MoleculeSTM_finetuned,galactica-125m_zero,galactica_correct_option,galactica-1.3b_zero,galactica-6.7b_zero,galactica-125m_finetuned,galactica-1.3b_finetuned,galactica-6.7b_finetuned
2438,3,3,3,3,5,3,3,3,1,2,2,2,2,2,2,1,0,2,0,0,0,0,0
2439,5,5,4,4,5,5,1,3,4,4,0,1,4,2,4,0,0,4,0,0,1,4,4
2440,3,3,3,3,5,4,3,3,2,2,2,2,2,0,2,2,0,2,0,0,1,3,2
2441,3,3,3,2,5,3,4,5,2,2,2,0,2,0,2,2,1,2,0,0,1,2,2
2442,3,3,3,3,1,3,3,3,4,2,2,3,2,2,3,2,0,2,0,0,1,2,2
2443,2,2,2,5,5,2,2,3,4,1,1,4,1,3,1,1,0,1,0,0,1,0,0
2444,5,5,4,2,5,5,5,3,4,4,4,1,4,3,4,0,0,4,0,0,1,4,0
2445,4,4,4,4,4,4,4,2,1,3,0,3,3,4,1,0,0,3,0,0,1,3,3
2446,2,2,2,2,5,2,2,2,2,1,1,1,1,1,2,1,0,1,0,0,1,1,1
2447,5,5,4,3,5,2,1,4,3,4,2,2,4,3,3,3,0,4,0,0,2,3,0
2448,2,2,4,2,4,3,1,2,3,1,1,4,1,4,3,1,0,1,0,0,1,0,0
2449,2,2,2,2,1,3,2,2,0,1,3,2,1,4,0,0,0,1,0,0,1,0,0
2450,2,2,3,3,4,2,1,5,3,1,1,1,1,1,3,1,0,1,4,0,1,2,0
2451,1,1,1,2,4,5,1,5,1,0,2,2,0,3,1,2,0,0,0,0,1,0,0
2452,5,5,3,3,4,5,1,5,2,4,2,2,4,2,4,2,4,4,0,0,4,0,4
2453,3,3,4,3,5,2,2,2,3,2,1,2,2,3,3,1,0,2,0,0,1,1,1
2454,2,2,2,1,5,3,2,5,1,1,4,2,1,1,1,2,0,1,2,0,1,1,1
2455,4,4,5,2,2,3,2,1,3,3,3,3,3,4,3,3,0,3,0,0,1,0,4
2456,1,1,1,1,5,1,1,5,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0
2457,5,5,3,5,5,5,1,4,0,4,0,3,4,0,0,0,0,4,3,0,1,3,0
2458,5,5,4,5,5,2,5,2,4,4,2,1,4,4,2,4,0,4,0,0,1,0,0
2459,3,3,3,5,5,3,3,5,3,2,2,4,2,4,2,2,0,2,0,0,0,2,2
2460,3,3,4,3,5,3,1,2,0,2,3,3,2,0,2,3,0,2,4,0,2,0,0
2461,3,3,3,3,5,3,3,4,2,2,4,3,2,4,2,4,0,2,0,0,1,0,0
2462,4,4,4,1,1,4,1,1,3,3,4,2,3,4,3,0,0,3,0,0,1,4,4
2463,3,3,3,3,3,3,3,1,3,2,2,2,2,1,3,2,0,2,0,2,1,2,2
2464,5,5,5,5,5,5,1,1,0,4,2,1,4,2,0,0,0,4,0,0,2,2,4
2465,3,3,2,2,5,2,4,5,2,2,2,2,2,4,2,2,0,2,0,0,1,0,0
2466,3,3,3,1,3,3,3,4,1,2,0,2,2,1,1,1,0,2,0,0,1,2,2
2467,2,2,2,3,5,2,2,5,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
2468,2,2,2,2,5,2,1,1,1,1,1,4,1,0,1,1,0,1,0,0,1,0,0
2469,4,4,4,3,5,4,4,3,2,3,1,0,3,3,1,1,0,3,0,0,2,1,0
2470,3,3,3,2,5,2,2,4,0,2,4,3,2,2,0,0,1,2,0,0,1,2,0
2471,2,2,2,2,4,2,1,4,2,1,3,0,1,4,2,3,0,1,0,0,1,1,0
2472,4,4,3,1,4,1,2,1,1,3,3,3,3,4,1,2,0,3,0,0,1,2,0
2473,3,3,3,3,4,3,3,4,3,2,1,3,2,1,1,2,0,2,0,0,1,2,0
2474,4,4,4,2,4,4,3,4,4,3,0,4,3,3,4,1,0,3,3,3,1,3,3
2475,2,2,2,2,5,2,2,5,3,1,3,4,1,0,3,0,0,1,0,0,1,0,0
2476,1,1,1,3,5,4,2,3,3,0,3,3,0,0,3,4,0,0,2,0,1,2,2
2477,2,2,4,2,5,2,1,1,3,1,3,4,1,4,3,3,0,1,0,0,2,0,0
2478,2,2,4,2,5,2,2,5,1,1,0,0,1,4,1,4,0,1,0,0,1,2,0
2479,3,3,3,3,3,3,4,3,2,2,3,4,2,4,2,2,0,2,0,0,0,2,2
2480,3,3,3,3,4,3,3,2,3,2,2,4,2,2,3,2,0,2,0,2,1,2,2
2481,3,3,4,2,5,3,4,2,2,2,2,0,2,3,2,2,0,2,0,0,1,2,2
2482,3,3,4,1,1,2,3,3,1,2,0,3,2,1,1,0,0,2,0,0,1,2,2
2483,3,3,3,3,3,3,3,5,4,2,3,3,2,2,3,3,0,2,2,0,1,2,2
2484,3,3,3,3,4,3,3,4,1,2,0,0,2,2,1,0,1,2,0,2,1,2,2
2485,4,4,4,4,4,4,5,4,4,3,3,1,3,3,4,1,0,3,3,3,1,3,3
2486,3,3,3,3,4,3,3,3,3,2,2,0,2,2,0,2,0,2,0,2,1,2,2
2487,3,3,3,3,4,3,2,2,4,2,0,0,2,2,1,4,0,2,0,0,1,0,2
2488,3,3,3,3,4,1,3,5,4,2,1,2,2,4,0,2,0,2,0,0,1,2,2
2489,2,2,3,3,1,3,5,5,1,1,1,1,1,2,1,1,0,1,0,0,1,3,0
2490,2,2,2,2,5,2,2,3,1,1,1,2,1,1,1,1,0,1,0,0,1,1,1
2491,2,2,1,2,1,2,3,4,2,1,4,1,1,2,1,4,0,1,0,0,1,1,1
2492,5,5,2,3,1,5,2,4,4,4,3,1,4,3,0,3,1,4,0,0,1,2,0
2493,4,4,2,3,5,3,1,5,3,3,3,3,3,3,0,2,0,3,0,0,0,0,0
2494,3,3,3,1,1,3,1,5,4,2,4,4,2,2,4,1,0,2,0,0,1,3,0
2495,3,3,4,4,5,3,2,1,4,2,0,4,2,3,4,3,0,2,0,0,1,1,0
2496,3,3,3,3,5,3,3,5,1,2,3,4,2,2,4,3,0,2,2,0,0,2,2
2497,3,3,3,3,3,3,1,1,3,2,0,4,2,0,3,0,0,2,0,0,1,2,0
2498,4,4,4,4,5,4,4,3,4,3,3,1,3,3,3,4,0,3,3,0,1,3,3
2499,2,2,4,1,2,2,5,4,2,1,2,4,1,3,2,0,0,1,0,0,0,0,1
2500,5,5,3,3,5,2,5,1,4,4,4,1,4,4,4,4,0,4,0,0,1,4,4
2501,4,4,4,5,5,3,4,3,4,3,3,4,3,4,0,2,0,3,0,0,1,0,0
2502,2,2,2,3,1,2,1,3,0,1,4,1,1,4,1,0,0,1,0,0,1,0,0
2503,4,4,3,1,5,1,3,4,1,3,0,2,3,4,2,3,0,3,0,0,1,0,0
2504,5,5,5,4,5,5,3,3,3,4,2,2,4,1,2,2,0,4,0,0,4,4,4
2505,3,3,4,4,4,5,3,3,2,2,2,2,2,2,2,2,0,2,0,0,1,2,2
2506,4,4,2,4,4,4,1,5,4,3,3,4,3,1,4,3,0,3,0,0,0,3,3
2507,3,3,2,3,5,5,1,4,2,2,2,2,2,0,2,2,0,2,0,0,1,1,2
2508,4,4,4,4,5,4,3,5,3,3,3,0,3,0,3,3,0,3,0,3,1,3,3
2509,4,4,4,2,4,4,4,1,4,3,3,3,3,1,3,3,0,3,0,0,0,3,3
2510,4,4,4,3,5,2,3,4,1,3,2,2,3,1,1,2,0,3,0,0,1,1,0
2511,4,4,4,4,4,4,2,1,2,3,4,2,3,0,0,0,0,3,3,3,1,1,1
2512,2,2,2,2,4,2,2,4,2,1,2,0,1,3,2,1,0,1,0,0,1,2,4
2513,1,1,3,4,5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2514,2,2,2,1,5,3,2,1,0,1,1,1,1,2,0,1,0,1,0,0,1,1,1
2515,1,1,2,3,5,3,1,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0
2516,1,1,3,3,5,3,1,3,4,0,4,1,0,4,0,4,0,0,0,0,1,0,0
2517,2,2,2,2,5,2,2,1,4,1,3,2,1,1,1,2,0,1,0,0,0,1,1
2518,2,2,2,4,5,2,2,4,1,1,1,3,1,0,1,2,0,1,0,0,0,0,1
2519,4,4,4,4,4,4,2,4,4,3,1,0,3,2,2,1,0,3,0,3,1,3,3
2520,5,5,4,3,4,2,1,5,4,4,4,4,4,4,3,4,0,4,0,0,1,3,0
2521,5,5,3,3,4,3,2,2,4,4,3,1,4,1,4,3,0,4,0,0,1,0,4
2522,3,3,4,4,5,3,2,2,4,2,4,4,2,2,2,2,0,2,0,0,1,2,2
2523,2,2,4,3,5,4,2,5,1,1,4,1,1,4,0,1,0,1,0,0,1,2,1
2524,5,5,4,3,1,2,1,3,3,4,3,0,4,3,3,3,0,4,0,0,2,0,0
2525,5,5,3,3,5,2,5,5,4,4,4,4,4,0,4,4,0,4,0,0,1,4,4
2526,5,5,3,3,5,3,6,3,4,4,4,0,4,1,4,4,1,4,0,0,1,4,4
2527,4,4,4,2,5,2,2,1,0,3,1,2,3,4,4,1,0,3,0,0,1,0,0
2528,4,4,3,3,5,1,3,3,3,3,3,0,3,4,3,3,0,3,0,0,1,2,2
2529,3,3,4,5,5,5,5,1,2,2,2,1,2,2,2,2,0,2,0,0,1,2,0
2530,3,3,2,3,5,3,2,5,1,2,1,4,2,2,1,1,0,2,0,0,1,2,2
2531,2,2,3,4,5,2,2,3,2,1,4,1,1,2,0,3,0,1,3,0,1,3,3
2532,3,3,3,3,5,3,3,4,4,2,4,2,2,0,4,2,0,2,0,0,1,2,2
2533,2,2,2,3,4,3,2,3,4,1,1,3,1,2,4,1,0,1,0,0,1,2,3
2534,5,5,3,5,5,2,5,5,2,4,2,3,4,3,0,4,0,4,0,0,1,0,0
2535,3,3,3,3,4,3,3,3,0,2,0,3,2,0,3,4,0,2,0,0,1,2,2
2536,3,3,2,3,5,2,2,4,2,2,1,0,2,3,0,1,0,2,0,0,0,1,0
2537,3,3,4,1,5,1,1,5,2,2,2,1,2,2,2,2,0,2,0,0,1,3,0
2538,5,5,2,5,4,4,5,5,1,4,0,0,4,4,3,0,0,4,0,0,2,4,4
2539,3,3,3,3,5,3,4,1,4,2,2,3,2,4,2,3,0,2,0,0,1,1,0
2540,2,2,4,1,5,4,3,2,4,1,1,3,1,3,3,4,0,1,0,0,1,0,0
2541,3,3,4,3,5,5,3,3,2,2,1,1,2,3,2,1,0,2,0,0,1,0,0
2542,3,3,4,4,5,4,2,1,2,2,4,4,2,2,1,1,0,2,0,0,1,2,2
2543,1,1,4,2,5,1,1,3,4,0,3,1,0,0,4,3,0,0,0,0,1,0,0
2544,2,2,3,3,5,2,2,4,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
2545,5,5,4,1,5,5,1,3,4,4,3,4,4,4,3,4,0,4,0,0,1,0,4
2546,3,3,2,3,4,3,3,1,4,2,0,2,2,0,4,4,0,2,0,0,1,0,0
2547,4,4,4,4,5,1,4,2,4,3,3,3,3,1,3,3,0,3,0,0,1,0,3
2548,4,4,4,4,4,4,4,5,1,3,4,1,3,0,4,0,2,3,0,3,1,0,0
2549,2,2,4,1,5,5,2,5,3,1,3,3,1,0,3,1,0,1,0,0,1,1,1
2550,3,3,2,5,5,3,3,5,2,2,2,3,2,1,2,2,0,2,0,0,1,2,2
2551,5,5,5,5,5,5,4,3,4,4,4,4,4,2,4,4,0,4,0,0,1,0,0
2552,2,2,4,3,4,2,1,3,1,1,1,1,1,3,1,1,0,1,0,0,1,2,0
2553,3,3,3,3,1,3,1,2,2,2,2,2,2,2,2,2,0,2,0,0,1,2,2
2554,4,4,3,1,1,3,1,3,3,3,3,4,3,0,3,3,0,3,0,0,0,2,2
2555,4,4,4,5,5,1,3,1,4,3,2,2,3,2,4,2,0,3,0,0,0,3,3
2556,2,2,2,2,3,3,3,5,4,1,0,0,1,1,2,0,0,1,0,0,1,0,2
2557,3,3,3,3,5,2,4,5,0,2,2,1,2,4,3,3,0,2,0,0,1,0,0
2558,3,3,3,3,5,3,3,5,0,2,2,1,2,4,0,2,0,2,0,0,2,2,2
2559,2,2,4,3,5,2,3,2,4,1,4,3,1,1,3,2,0,1,0,0,1,0,0
2560,4,4,4,2,4,4,1,1,1,3,0,3,3,0,3,2,0,3,0,0,1,1,1
2561,5,5,3,3,4,3,3,4,2,4,1,3,4,3,2,1,0,4,2,0,1,0,0
2562,2,2,2,3,5,2,4,1,3,1,3,1,1,4,3,2,0,1,0,0,1,0,0
2563,1,1,3,2,5,2,2,5,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0
2564,3,3,2,33,5,33,3,3,2,2,4,3,2,0,2,0,0,2,2,0,1,2,1
2565,3,3,3,3,5,3,3,3,0,2,2,1,2,4,0,2,0,2,2,0,1,2,2
2566,4,4,4,1,1,3,2,5,0,3,1,1,3,2,3,1,0,3,0,0,1,0,0
2567,5,5,3,5,1,5,3,4,1,4,0,2,4,3,1,0,0,4,0,0,1,0,0
2568,2,2,3,3,3,3,1,1,1,1,3,1,1,3,1,4,0,1,0,0,4,0,2
2569,3,3,3,3,1,3,3,5,2,2,0,1,2,0,2,0,1,2,0,0,1,2,2
2570,1,1,2,3,5,2,1,2,3,0,3,4,0,4,3,3,0,0,0,0,1,0,0
2571,3,3,3,3,4,4,3,2,4,2,1,0,2,0,3,1,0,2,0,0,2,0,0
2572,4,4,2,2,5,5,1,4,4,3,4,3,3,0,4,4,0,3,0,0,1,2,0
2573,3,3,2,2,5,2,5,5,2,2,2,2,2,0,2,2,0,2,0,0,1,2,2
2574,2,2,3,3,5,3,1,3,0,1,3,1,1,1,3,3,0,1,0,0,1,1,1
2575,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,1,2,0,0,1,2,2
2576,4,4,3,3,5,1,4,1,1,3,2,0,3,1,1,2,0,3,0,0,1,1,0
2577,3,3,3,3,5,3,3,4,0,2,0,4,2,0,0,0,0,2,2,2,1,2,2
2578,3,3,2,4,5,4,3,4,4,2,4,4,2,3,4,4,0,2,0,0,1,1,0
2579,5,5,4,4,5,4,5,1,1,4,1,4,4,0,1,1,0,4,0,0,1,0,4
2580,2,2,2,4,4,2,1,4,3,1,1,1,1,4,3,1,0,1,0,0,1,0,1
2581,5,5,2,3,5,3,3,3,3,4,3,2,4,3,3,3,0,4,0,0,1,2,4
2582,4,4,2,2,5,1,4,4,3,3,3,3,3,2,3,3,0,3,0,0,1,3,3
2583,4,4,4,4,5,4,1,1,2,3,0,3,3,2,0,0,0,3,0,0,1,3,3
2584,2,2,2,2,3,2,2,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
2585,4,4,4,4,5,4,3,3,0,3,3,3,3,3,0,3,0,3,0,0,1,0,3
2586,4,4,4,4,4,4,3,5,3,3,4,4,3,1,3,2,0,3,0,0,0,3,2
2587,4,4,4,1,4,1,4,4,2,3,1,3,3,0,2,2,0,3,2,0,1,2,2
2588,3,3,3,3,5,5,3,5,3,2,3,3,2,3,3,3,0,2,0,0,1,2,0
2589,3,3,3,3,5,3,3,2,0,2,0,1,2,4,0,0,0,2,0,0,1,3,0
2590,5,5,5,5,5,5,3,2,1,4,1,4,4,0,1,1,0,4,0,4,1,0,4
2591,3,3,4,1,5,4,1,4,1,2,2,2,2,2,1,2,0,2,0,0,1,1,2
2592,3,3,3,3,5,3,2,1,1,2,2,4,2,2,1,2,0,2,0,0,1,2,2
2593,3,3,3,3,5,3,3,5,4,2,0,0,2,3,2,3,0,2,0,0,1,2,2
2594,3,3,3,3,3,3,3,4,2,2,0,3,2,1,2,1,0,2,0,2,1,2,2
2595,4,4,4,4,5,3,4,2,4,3,3,1,3,0,4,2,0,3,2,3,1,3,1
2596,5,5,3,5,5,5,5,4,3,4,0,2,4,3,2,4,0,4,4,4,1,4,4
2597,3,3,2,2,4,2,2,3,2,2,2,0,2,3,2,2,0,2,0,0,1,1,1
2598,5,5,5,3,5,5,1,4,3,4,4,4,4,4,2,4,0,4,0,0,4,4,4
2599,2,2,2,2,5,5,2,4,1,1,1,1,1,4,1,1,0,1,0,0,1,1,1
2600,4,4,4,4,5,4,3,1,0,3,3,1,3,4,0,3,0,3,0,0,1,2,2
2601,1,1,3,5,5,4,1,4,3,0,1,0,0,1,1,1,0,0,0,0,1,0,0
2602,2,2,3,3,5,3,3,4,1,1,1,4,1,0,1,2,0,1,4,0,2,2,1
2603,1,1,3,2,4,1,1,1,3,0,2,1,0,3,3,2,0,0,0,0,1,0,0
2604,1,1,4,3,5,3,2,3,3,0,3,3,0,0,4,3,0,0,4,0,2,0,0
2605,1,1,4,4,5,1,1,5,2,0,2,4,0,3,1,1,0,0,0,0,1,4,0
2606,3,3,4,3,5,3,2,3,2,2,4,4,2,3,2,2,0,2,0,0,2,2,2
2607,4,4,3,3,5,4,4,1,3,3,2,4,3,4,3,2,0,3,0,0,1,3,3
2608,4,4,4,3,4,3,4,5,2,3,3,1,3,1,4,3,0,3,0,0,1,1,2
2609,3,3,3,2,5,3,2,1,3,2,3,3,2,1,2,2,0,2,0,0,1,2,2
2610,5,5,4,2,2,2,2,5,0,4,1,0,4,2,0,2,2,4,0,1,1,1,1
2611,3,3,4,4,4,2,3,3,2,2,2,2,2,4,2,2,0,2,0,0,1,0,1
2612,3,3,3,3,5,3,3,5,2,2,2,2,2,2,2,2,0,2,0,0,1,2,2
2613,4,4,4,4,4,2,5,1,4,3,3,4,3,4,3,3,0,3,0,0,1,3,3
2614,2,2,2,2,1,2,1,5,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
2615,3,3,3,3,5,4,3,5,1,2,3,4,2,3,1,1,0,2,0,0,1,2,2
2616,2,2,3,2,5,2,4,3,2,1,3,0,1,0,2,4,0,1,0,0,1,3,0
2617,3,3,2,2,5,2,1,3,2,2,2,4,2,4,0,1,0,2,0,0,1,2,2
2618,2,2,2,3,5,2,2,5,1,1,1,1,1,2,0,1,0,1,0,0,1,2,0
2619,2,2,2,2,2,82,2,5,0,1,4,0,1,2,1,4,0,1,0,0,1,1,0
2620,1,1,1,1,5,4,2,4,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0
2621,4,4,3,2,4,4,4,5,1,3,2,4,3,0,4,2,0,3,0,0,1,1,3
2622,3,3,3,3,4,3,3,5,2,2,2,4,2,2,2,2,0,2,2,2,1,2,2
2623,3,3,3,3,3,3,3,5,0,2,2,0,2,3,0,2,0,2,0,2,1,2,2
2624,1,1,1,5,5,5,5,3,4,0,4,2,0,3,2,0,0,0,0,0,1,2,0
2625,4,4,4,1,4,1,4,5,0,3,0,0,3,4,2,0,0,3,0,0,1,0,4
2626,4,4,3,1,4,4,4,2,3,3,1,3,3,2,3,3,0,3,0,0,2,2,3
2627,3,3,3,3,5,3,1,3,1,2,3,3,2,1,1,0,0,2,0,0,1,3,3
2628,2,2,4,4,5,4,2,4,3,1,3,3,1,1,3,3,0,1,0,0,1,3,4
2629,2,2,2,3,5,2,2,2,4,1,1,0,1,0,0,1,0,1,0,1,1,1,1
2630,3,3,3,1,5,3,3,2,1,2,2,4,2,0,1,1,0,2,0,0,1,0,2
2631,2,2,2,5,5,2,2,3,2,1,2,0,1,2,0,2,0,1,0,0,1,1,1
2632,3,3,3,3,5,1,3,2,4,2,1,1,2,0,4,1,0,2,0,2,1,0,2
2633,3,3,3,3,5,3,2,5,1,2,1,1,2,0,1,4,0,2,0,0,1,0,0
2634,4,4,3,3,1,4,1,4,3,3,3,3,3,2,3,3,0,3,2,0,1,2,2
2635,2,2,2,2,5,2,2,5,0,1,3,3,1,3,0,4,0,1,0,0,1,1,1
2636,3,3,3,2,5,2,2,1,3,2,3,4,2,1,3,4,0,2,0,0,1,0,0
2637,3,3,3,3,5,3,3,3,2,2,3,4,2,1,2,3,0,2,0,0,0,2,2
2638,3,3,3,3,5,3,3,4,2,2,1,4,2,3,4,1,0,2,0,0,1,2,0
2639,3,3,3,3,4,3,3,1,0,2,1,0,2,3,0,1,0,2,0,0,1,0,0
2640,4,4,4,4,3,4,2,4,4,3,2,4,3,3,3,2,3,3,0,0,1,3,0
2641,3,3,3,3,5,3,3,4,2,2,4,2,2,2,2,4,0,2,0,0,1,2,2
2642,3,3,1,3,5,2,3,5,1,2,1,2,2,4,0,1,0,2,0,0,1,2,2
2643,4,4,4,4,4,5,4,1,3,3,3,3,3,4,1,3,0,3,0,0,1,3,3
2644,3,3,3,3,5,3,4,2,4,2,2,2,2,4,4,2,0,2,2,2,1,2,2
2645,2,2,1,4,5,2,2,2,1,1,1,0,1,3,1,1,0,1,0,0,1,1,1
2646,3,3,3,3,5,3,2,4,4,2,4,4,2,2,4,2,0,2,0,0,2,3,1
2647,3,3,3,1,4,2,3,5,2,2,0,2,2,4,3,1,0,2,4,0,2,2,2
2648,5,5,3,2,4,1,4,2,2,4,4,1,4,2,0,4,0,4,0,0,1,2,0
2649,3,3,3,3,5,1,3,4,2,2,0,0,2,0,2,0,0,2,0,0,1,2,0
2650,3,3,2,3,1,3,1,4,4,2,3,0,2,1,3,2,0,2,0,0,1,2,0
2651,3,3,4,5,5,5,4,5,0,2,3,1,2,3,2,3,0,2,0,1,1,1,1
2652,1,1,2,2,5,2,3,5,2,0,3,0,0,1,3,3,0,0,0,0,1,1,1
2653,3,3,3,3,5,3,2,3,4,2,2,2,2,2,0,2,0,2,0,0,0,2,2
2654,1,1,2,3,5,2,3,1,2,0,0,2,0,2,4,0,0,0,0,0,1,2,1
2655,4,4,4,2,4,1,5,5,4,3,1,0,3,4,4,1,0,3,0,0,1,3,3
2656,3,3,3,3,5,3,2,2,3,2,2,3,2,4,3,0,0,2,0,2,0,2,2
2657,4,4,4,4,5,4,4,3,0,3,0,3,3,1,0,4,0,3,0,0,0,3,0
2658,2,2,4,3,5,2,5,4,4,1,0,1,1,2,4,0,0,1,0,0,0,2,0
2659,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,0,3,0,0,0,3,3
2660,5,5,4,4,4,5,4,4,3,4,3,4,4,2,3,0,1,4,4,3,1,3,3
2661,5,5,4,4,5,5,4,4,2,4,2,4,4,4,2,2,4,4,4,4,4,4,4
2662,3,3,3,3,5,2,4,3,4,2,2,2,2,2,1,2,0,2,0,2,1,2,2
2663,4,4,4,4,5,2,3,4,4,3,0,3,3,4,4,0,3,3,3,0,1,3,0
2664,3,3,3,3,5,3,2,3,0,2,2,4,2,4,1,4,0,2,0,0,1,0,0
2665,2,2,3,1,5,2,1,3,4,1,1,3,1,2,4,1,0,1,0,0,2,0,0
2666,3,3,3,3,5,3,3,1,2,2,2,0,2,2,2,2,0,2,2,0,0,2,2
2667,2,2,2,1,5,2,3,5,2,1,3,4,1,0,2,3,0,1,0,0,1,0,0
2668,2,2,1,2,5,2,1,3,1,1,1,4,1,0,1,1,0,1,0,0,1,1,1
2669,2,2,4,1,4,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2,1
2670,1,1,3,3,5,3,4,4,4,0,2,1,0,1,4,2,0,0,0,0,0,0,0
2671,4,4,4,4,5,2,5,4,3,3,3,1,3,3,3,2,0,3,0,0,0,0,0
2672,2,2,3,4,2,2,2,1,4,1,0,4,1,3,4,0,0,1,0,0,1,2,0
2673,4,4,4,4,5,4,4,4,4,3,2,4,3,1,4,0,0,3,0,3,1,3,3
2674,2,2,4,1,2,2,4,1,3,1,4,0,1,1,4,4,0,1,0,0,2,1,1
2675,4,4,2,3,5,3,1,1,3,3,3,4,3,3,3,2,0,3,0,0,2,0,0
2676,3,3,2,3,3,3,3,2,1,2,1,1,2,2,1,1,3,2,0,0,4,2,2
2677,4,4,2,3,5,4,5,3,3,3,3,1,3,0,1,1,0,3,0,0,1,3,3
2678,4,4,2,3,1,2,1,1,3,3,2,3,3,0,3,3,0,3,0,0,1,2,0
2679,3,3,4,4,4,3,1,4,2,2,2,2,2,2,2,2,0,2,0,0,2,0,2
2680,2,2,4,4,5,3,1,2,1,1,1,0,1,2,1,1,0,1,0,0,1,0,0
2681,4,4,4,5,4,1,4,4,3,3,3,4,3,2,3,3,0,3,0,0,1,3,3
2682,5,5,4,5,5,5,5,3,4,4,2,3,4,3,4,2,0,4,0,0,1,0,0
2683,4,4,3,3,5,3,3,4,0,3,1,2,3,4,1,1,0,3,2,2,1,2,2
2684,4,4,5,5,5,3,3,2,0,3,3,4,3,2,0,3,0,3,0,0,1,1,2
2685,3,3,4,4,5,4,5,1,2,2,2,0,2,0,1,2,0,2,0,0,1,2,0
2686,4,4,3,3,4,4,4,5,3,3,1,1,3,3,0,2,2,3,0,0,1,2,2
2687,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,2,2
2688,2,2,2,2,5,2,1,3,2,1,4,2,1,3,2,2,0,1,0,0,1,1,1
2689,3,3,3,3,3,3,1,1,0,2,2,1,2,2,0,0,0,2,2,2,4,2,2
2690,2,2,2,3,5,1,2,5,4,1,1,1,1,0,0,1,0,1,0,0,1,1,0
2691,3,3,3,3,4,3,2,5,4,2,0,3,2,2,3,0,0,2,0,0,1,3,3
2692,3,3,3,2,2,2,3,2,2,2,2,2,2,4,1,2,0,2,0,0,0,2,2
2693,3,3,3,3,4,2,2,1,3,2,4,3,2,3,2,4,0,2,0,0,1,0,0
2694,4,4,4,4,3,4,4,5,3,3,3,3,3,4,3,3,0,3,3,3,1,3,3
2695,1,1,2,3,5,2,2,4,0,0,3,3,0,0,0,4,0,0,0,0,1,2,1
2696,5,5,3,2,5,5,5,5,4,4,3,4,4,1,4,3,0,4,0,0,4,4,4
2697,4,4,3,5,4,5,4,5,3,3,1,3,3,1,3,1,0,3,0,0,1,3,3
2698,3,3,3,3,3,1,3,1,2,2,2,2,2,4,2,2,0,2,0,0,1,2,2
2699,3,3,4,3,3,5,3,4,4,2,0,4,2,2,1,4,0,2,0,0,1,0,0
2700,3,3,2,3,1,3,4,5,2,2,2,4,2,0,1,2,0,2,0,0,1,2,2
2701,3,3,3,2,3,3,3,5,2,2,2,0,2,2,2,2,0,2,0,0,1,2,2
2702,3,3,3,1,3,4,3,4,3,2,3,4,2,0,2,3,0,2,0,0,1,0,2
2703,4,4,2,3,5,3,3,3,1,3,3,4,3,3,1,3,0,3,0,0,0,2,2
2704,4,4,4,4,3,4,3,1,3,3,3,0,3,3,0,2,2,3,3,3,1,3,3
2705,4,4,4,4,5,4,2,5,3,3,3,2,3,2,3,3,0,3,3,0,1,0,0
2706,4,4,4,4,5,4,1,4,2,3,3,3,3,0,2,3,0,3,3,0,0,3,0
2707,2,2,4,1,5,2,2,5,3,1,0,2,1,0,0,0,0,1,0,0,2,3,1
2708,3,3,2,2,5,2,3,2,1,2,1,1,2,3,1,1,0,2,0,0,1,1,2
2709,4,4,3,5,4,5,4,3,0,3,2,0,3,2,1,0,0,3,0,0,1,0,0
2710,4,4,4,5,5,5,1,1,3,3,3,4,3,0,3,3,0,3,0,0,1,0,0
2711,4,4,4,3,4,4,4,2,3,3,3,3,3,3,0,3,0,3,0,0,1,3,3
2712,4,4,2,3,5,4,2,2,4,3,1,3,3,4,4,2,0,3,0,0,1,2,1
2713,5,5,4,5,5,5,4,1,4,4,3,2,4,2,0,0,0,4,3,4,0,3,3
2714,1,1,3,3,5,1,4,4,0,0,0,3,0,4,0,0,0,0,0,0,0,2,0
2715,3,3,3,5,4,3,4,1,3,2,2,4,2,4,2,2,0,2,0,0,1,0,1
2716,4,4,3,5,5,5,2,2,3,3,3,4,3,3,3,4,0,3,0,0,0,0,0
2717,4,4,3,3,5,4,4,3,3,3,4,3,3,3,3,3,0,3,0,0,1,3,3
2718,3,3,3,3,5,2,3,3,3,2,0,1,2,0,0,0,0,2,2,2,1,2,2
